"","predNumber","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","Month.13"
"1",3,0.0341188951318175,0.0310231223598042,0.037214667903831,0.0341188951318175,0.0294752359737975,0.0310231223598042,0.0279273495877907,0.0217358040437639,0.0248315768157773,0.0170921448857439,0.015544258499737,0.0186400312717505
"2",6,0.0152346812225357,0.0113649652575191,0.0152346812225357,0.0113649652575191,0.0152346812225357,0.0113649652575191,0.0152346812225357,0.0113649652575191,0.0152346812225357,0.0113649652575191,0.0152346812225357,0.0113649652575191
"3",105,0.240155981186265,0.240936910290904,0.240155981186265,0.240936910290904,0.240155981186265,0.240936910290904,0.240155981186265,0.240936910290904,0.240155981186265,0.240936910290904,0.240155981186265,0.240936910290904
"4",204,0.200018417499931,0.214817665685955,0.200018417499931,0.214817665685955,0.200018417499931,0.214817665685955,0.200018417499931,0.214817665685955,0.200018417499931,0.214817665685955,0.200018417499931,0.214817665685955
"5",303,0.0280112044817927,0.0224089635854341,0.0280112044817927,0.0224089635854341,0.0280112044817927,0.0224089635854341,0.0280112044817927,0.0224089635854341,0.0280112044817927,0.0224089635854341,0.0280112044817927,0.0224089635854341
"6",402,0.0102857142857144,0.0217142857142858,0.0102857142857144,0.0217142857142858,0.0102857142857144,0.0217142857142858,0.0102857142857144,0.0217142857142858,0.0102857142857144,0.0217142857142858,0.0102857142857144,0.0217142857142858
"7",501,0.0392638036809816,0.0429447852760736,0.0392638036809816,0.0429447852760736,0.0392638036809816,0.0429447852760736,0.0392638036809816,0.0429447852760736,0.0392638036809816,0.0429447852760736,0.0392638036809816,0.0429447852760736
"8",600,0.010327143852016,0.0759811171099903,0.010327143852016,0.0759811171099903,0.010327143852016,0.0759811171099903,0.010327143852016,0.0759811171099903,0.010327143852016,0.0759811171099903,0.010327143852016,0.0759811171099903
"9",699,1.28477286729684,1.36852959297238,1.28477286729684,1.36852959297238,1.28477286729684,1.36852959297238,1.28477286729684,1.36852959297238,1.28477286729684,1.36852959297238,1.28477286729684,1.36852959297238
"10",798,0.0302141293511949,0.0509542565976872,0.0302141293511949,0.0509542565976872,0.0302141293511949,0.0509542565976872,0.0302141293511949,0.0509542565976872,0.0302141293511949,0.0509542565976872,0.0302141293511949,0.0509542565976872
"11",897,0.396345336690113,0.439463526926534,0.396345336690113,0.439463526926534,0.396345336690113,0.439463526926534,0.396345336690113,0.439463526926534,0.396345336690113,0.439463526926534,0.396345336690113,0.439463526926534
"12",996,0.0173344633880993,0.0414092589072766,0.0173344633880993,0.0414092589072766,0.0173344633880993,0.0414092589072766,0.0173344633880993,0.0414092589072766,0.0173344633880993,0.0414092589072766,0.0173344633880993,0.0414092589072766
"13",1095,0.102035919736019,0.0249439574609081,0.102035919736019,0.0249439574609081,0.102035919736019,0.0249439574609081,0.102035919736019,0.0249439574609081,0.102035919736019,0.0249439574609081,0.102035919736019,0.0249439574609081
"14",7,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241,0.0153271607593241
"15",12,0.00612615090435674,0.00612615090435674,0.00612615090435674,0.00612615090435674,0.00935271295571023,0.00935271295571023,0.00935271295571023,0.00935271295571023,0.00935271295571023,0.00935271295571023,0.00935271295571023,0.00935271295571023
"16",998,0.204721273372673,0.254975372198403,0.301442230288323,0.129885252225875,0.158061821221521,0.0839459589390139,0.116973765118073,0.105276190893677,0.074932407493936,0.129618027698119,0.0361387374831887,0.0907221118086675
