"","team_name","domain","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","mean_abs_error_w1","MASE1_w1","Method.code"
"310","Heisenburg","polar",80.24174029,80.7775301,85.09134703,83.82331579,84.28443592,83.52094482,82.13165212,85.35223761,80.70364723,82.89639953,85.84834677,86.95055506,2.997242803,1.460547306,"Data-Driven"
"311","blue duiker","polar",82,85.5,83,87.5,86,93,90.5,90.5,87,85.75,87,84,3.020833333,1.472042899,"Intuition/Theory"
"312","MLTS","polar",82.33795329,82.41098357,82.78823897,82.69432423,83.02613923,82.87016939,82.59060404,83.09113373,82.58879504,82.84284032,83.16648926,82.59495695,3.044428009,1.483540513,"Data-Driven"
"313","BRTWN","polar",82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,3.058633333,1.490462724,"Data-Driven"
"314","Foxtrot","polar",80,80,80,85,85,90,80,80,80,80,80,80,3.375,1.644627239,"Data-Driven"
"315","HSCNAC","polar",79.8,83.4,82.2,81.5,81.1,83,88,84.4,82.3,80,81.4,78.6,3.6,1.754269055,"Intuition/Theory"
"316","A Woman Scientist","polar",82,84,80,83,80,84,80,84,81,85,81,86,4.041666667,1.969491879,"Intuition/Theory"
"317","Team29","polar",82,83,84,85,86,87,88,90,90,90,90,90,4.041666667,1.969491879,"Intuition/Theory"
"318","LongerSquigglyLines","polar",85.925523,87.004302,88.440023,80.150398,84.22451,86.806114,85.154253,86.924462,89.496445,88.460859,86.570285,88.326855,4.109456583,2.002525699,"Data-Driven"
"319","Tosbik","polar",79,80,82,82,83,84,84,82,80,78,78,77,4.291666667,2.091316119,"Intuition/Theory"
"320","Broken Mirror Neurons","polar",78,75,78,82,85,83,86,84,86,79,80,77,4.708333333,2.294356518,"Intuition/Theory"
"321","Turing Tesla Solutions","polar",85,85,90,90,90,90,90,90,85,80,75,75,4.708333333,2.294356518,"Data-Driven"
"322","Team IPA","polar",81,82,82,83,84,86,86,76,72,74,78,80,4.875,2.375572678,"Intuition/Theory"
"323","ForeverJung90","polar",82,89,89,89,89,89,92,92,75,75,77,77,5.458333333,2.659829238,"Intuition/Theory"
"324","Average Joes","polar",79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,79.38547009,5.553774929,2.706337638,"Data-Driven"
"325","ms607","polar",75,80,77,79,81,75,82,85,80,77,83,85,5.791666667,2.822261558,"Intuition/Theory"
"326","SCREEN Team","polar",85,90,85,80,80,75,75,80,80,80,80,80,5.958333333,2.903477718,"Intuition/Theory"
"327","IPZ_predi","polar",88.088,79.64797211,79.75145721,79.85494232,79.95843506,80.06192017,80.1654129,80.26889801,79.13053131,79.23401642,79.33750153,79.44099426,5.977993225,2.913057924,"Data-Driven"
"328","TheMets","polar",78.3,78,78.3,78,78.3,78,78.3,78,78.3,78,78.3,78,6.608333333,3.220220742,"Data-Driven"
"329","Little Bear","polar",85,85,78,82,80,90,95,95,95,95,90,85,6.625,3.228342358,"Intuition/Theory"
"330","The Nowcast","polar",80,81,82,84,86,87,84,69,69,69,69,69,7.625,3.715639318,"Data-Driven"
"331","Old Chickens","polar",90.69249131,91.51557298,92.2724732,93.15053768,93.53956595,94.03108868,94.42002221,94.70431336,94.88517019,94.96699941,94.95717955,94.86568609,8.95842505,4.365413291,"Hybrid"
"332","Imielin","posaffect",-1.35,-1.25,-1.15,-1.15,-1.28,-1.28,-1.28,-1,-1.1,-1.2,-1,-0.9,0.224621372,0.759943004,"Intuition/Theory"
"333","CantabRoyal","posaffect",-1,-1.1,-1.2,-1.1,-1.1,-1.4,-1.4,-1.3,-1.2,-1,-1,-1,0.232974611,0.788203831,"Intuition/Theory"
"334","TeamKL","posaffect",-1.2,-1.2,-1.2,-1.2,-1.1,-1.1,-1.1,-1.1,-1.05,-1.05,-1.1,-1.1,0.257974611,0.872784274,"Intuition/Theory"
"335","Compassionate Values","posaffect",-1.058,-1.062,-1.066,-1.07,-1.074,-1.078,-1.082,-1.086,-1.09,-1.094,-1.098,-1.102,0.302974611,1.025029071,"Data-Driven"
"336","BlackSwan","posaffect",-1.5,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,0.311928688,1.055322663,"Intuition/Theory"
"337","The Forecasting Four","posaffect",-1.23,-1.3,-1.17,-1.03,-1.06,-1.13,-0.85,-0.93,-0.99,-0.96,-1.05,-1.05,0.320474611,1.084235381,"Intuition/Theory"
"338","ms607","posaffect",-1.2,-1.1,-1.3,-0.97,-0.95,-1.1,-0.95,-1.2,-0.9,-1.1,-0.8,-1.2,0.329030297,1.11318113,"Intuition/Theory"
"339","AbCdEfG","posaffect",-0.9333,-1.1826,-0.983,-1.1532,-1.0396,-0.8595,-1.137,-1.3994,-0.9259,-0.9302,-1.2639,-1.0749,0.329085417,1.113367615,"Data-Driven"
"340","ForeverJung90","posaffect",-1.1,-0.9,-0.9,-0.9,-0.9,-0.9,-1.1,-1.1,-1.2,-1.2,-1.2,-1.2,0.350211187,1.184840692,"Intuition/Theory"
"341","Bluebirds","posaffect",-0.999343,-1.30966,-0.842154,-1.00445,-1.30409,-0.848849,-1.00542,-1.29728,-0.854875,-1.00622,-1.29061,-0.855234,0.350261656,1.185011441,"Data-Driven"
"342","WQXZ","posaffect",-0.97658,-1.2778,-0.81689,-0.99204,-1.3028,-0.81412,-0.99235,-1.2945,-0.83359,-1.0087,-1.3195,-0.83082,0.368284573,1.245986892,"Data-Driven"
"343","WeGen","posaffect",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.382974611,1.295686488,"Intuition/Theory"
"344","CheeseCake","posaffect",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.382974611,1.295686488,"Intuition/Theory"
"345","Team29","posaffect",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.382974611,1.295686488,"Intuition/Theory"
"346","MLTS","posaffect",-0.963901588,-0.946688753,-1.036746978,-1.018969282,-0.970778336,-0.998721373,-1.020333845,-0.997319498,-0.992835442,-1.009646046,-1.008100168,-0.999515746,0.386011523,1.305961023,"Data-Driven"
"347","StatFore","posaffect",-0.954934239,-0.923653309,-1.055219334,-1.030984161,-0.956994165,-0.998585077,-1.032096736,-0.995199318,-0.987572771,-1.01450759,-1.011007924,-0.996064778,0.386572994,1.307860602,"Data-Driven"
"348","Bordeaux","posaffect",-0.998,-1.055,-0.998,-0.929,-0.998,-0.998,-0.966,-0.998,-0.996,-1.004,-0.998,-0.972,0.390474611,1.321060621,"Data-Driven"
"349","Heisenburg","posaffect",-0.873173682,-0.910349382,-1.217843669,-0.819901905,-0.997394541,-1.239215377,-0.775403768,-0.977202101,-1.242438419,-0.801102633,-0.970460188,-1.228454693,0.393527716,1.33138994,"Data-Driven"
"350","Average Joes","posaffect",-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,-0.973223079,0.409751531,1.386278641,"Data-Driven"
"351","Duckling Power","posaffect",-0.776,-1.0627,-0.8861633,-1.076909,-1,-0.7907,-1.044,-1.29,-0.786,-0.847,-1.193,-0.948,0.410469381,1.388707283,"Hybrid"
"352","TheMets","posaffect",-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,0.410474611,1.388724975,"Data-Driven"
"353","RTTMT","posaffect",-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,0.412974611,1.39718302,"Data-Driven"
"354","BRTWN","posaffect",-0.8718201,-0.8182955,-1.0865841,-1.0313649,-0.884906,-0.966849,-1.0298003,-0.9588712,-0.9435329,-0.9920787,-0.9855549,-0.9579156,0.422343511,1.428880048,"Data-Driven"
"355","fearfulastra","posaffect",-0.867,-1.153,-0.977,-1.167,-1.091,-0.881,-0.885,-0.889,-0.893,-0.896,-0.9,-0.904,0.424391277,1.435808089,"Data-Driven"
"356","A Woman Scientist","posaffect",-0.8,-0.95,-0.9,-0.8,-1.4,-1.2,-1.3,-0.8,-1,-0.4,-1.15,-0.8,0.424641277,1.436653893,"Data-Driven"
"357","LongerSquigglyLines","posaffect",-0.493233,-0.79957,-1.291247,-1.506659,-0.435867,-0.849806,-1.264781,-1.458446,-0.7979,-0.760297,-1.243443,-1.228803,0.426874532,1.444209479,"Data-Driven"
"358","Me Myself and I","posaffect",-1,-0.8,-0.8,-0.8,-0.9,-0.9,-1,-1.1,-1.1,-1,-1,-1,0.432974611,1.464847374,"Intuition/Theory"
"359","SCREEN Team","posaffect",-2.5,-2,-2,-2,-2,-2,-1.5,-1.5,-2,-2,-2,-2,0.575358723,1.946563824,"Intuition/Theory"
"360","median non-academic","eafric",-0.06,-0.059576204,-0.053316981,-0.051576204,-0.05,-0.05,-0.05,-0.051836283,-0.05,-0.05,-0.05,-0.04,0.163553993,5.450082781,NA
"361","median non-academic","easian",0.122,0.12216,0.13,0.125,0.115,0.11,0.11,0.105,0.1,0.1,0.1,0.0941064,0.296258964,4.924092702,NA
"362","median non-academic","egend",0.8,0.8,0.8,0.79,0.7956,0.79,0.78,0.774065184,0.78,0.77,0.77,0.77,0.060883675,1.449030748,NA
"363","median non-academic","iafric",0.32,0.32,0.318658825,0.319875382,0.32,0.32,0.319,0.319875104,0.314804434,0.312,0.315,0.31656,0.046276094,6.208239221,NA
"364","median non-academic","iasian",0.411247007,0.41,0.41,0.41,0.4,0.4,0.403322675,0.41,0.4,0.4,0.39211,0.39,0.061835371,2.389677397,NA
"365","median non-academic","ideoldem",44,45,45,45,45.6,46.05028256,47,46,46,45.2,45,45,3.5502863015,3.342081254,NA
"366","median non-academic","ideolrep",35.2,35,35,35.5,36,37,38,37,37,37,36,36.410438,7.057996818,7.246918101,NA
"367","median non-academic","igend",0.37,0.37,0.37,0.36,0.365,0.361838415,0.36,0.36,0.36,0.37,0.36,0.36,0.019486019,1.75000743,NA
"368","median non-academic","lifesat",6.3,6.25,6.3,6.3397469465,6.347665,6.367487835,6.3,6.365,6.345,6.4,6.4,6.4,0.1839828645,5.787178406,NA
"369","median non-academic","negaffect",1.2,1.23,1.2,1.13,1.2,1.1,1.2,1.1,1,1,1,1,0.713636263,3.634480972,NA
"370","median non-academic","polar",80,81.5,82,82.37,83,83,83.57,83,82,81,80,80,4.875,2.375572678,NA
"371","median non-academic","posaffect",-1,-1,-1,-1,-1,-0.97,-1,-1.1,-0.89,-0.95,-1,-0.9,0.432974611,1.464847374,NA
